id_pesquisa,id_cliente,data_resposta,trimestre_ref,segmento_declarado,produto,canal,tempo_relacionamento,nota_satisfacao,comentario
FD00463,C00271,2025-10-15,2025T4,Varejo,Fundos,Assessoria,6-24 meses,10,Atendimento claro e rapido
FD00464,C00133,2025-11-28,2025T4,Private,CDB,Central de Atendimento,6-24 meses,5,Informacoes divergentes sobre o produto
FD00465,C00413,2025-10-02,2025T4,Novo Investidor,Tesouro Direto,App,2-5 anos,7,"Atendimento resolveu, mas demorou"
FD00466,C00276,2025-12-21,2025T4,Alta Renda,Fundos,Central de Atendimento,0-6 meses,10,Assessoria ajudou na decisao
FD00467,C00506,2025-12-12,2025T4,Private,CDB,App,2-5 anos,10,Atendimento claro e rapido
FD00468,C00377,2025-10-09,2025T4,Varejo,CDB,Internet Banking,5+ anos,10,Atendimento claro e rapido
FD00469,C00286,2025-12-17,2025T4,Private,CDB,App,5+ anos,9,Consegui acompanhar minha carteira
FD00470,C00292,2025-10-11,2025T4,Private,COE,Internet Banking,2-5 anos,9,Atendimento claro e rapido
FD00471,C00332,2026-02-25,2026T1,Varejo,CDB,Internet Banking,6-24 meses,8,Aplicativo poderia explicar melhor
FD00472,C00005,2026-01-11,2026T1,Private,CDB,Assessoria,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00473,C00427,2026-01-06,2026T1,Alta Renda,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao
FD00474,C00048,2026-03-31,2026T1,Alta Renda,Carteira Administrada,Central de Atendimento,5+ anos,8,Tive duvida sobre rentabilidade
FD00475,C00483,2026-03-01,2026T1,Alta Renda,Tesouro Direto,Internet Banking,5+ anos,9,Consegui acompanhar minha carteira
FD00476,C00466,2026-03-23,2026T1,Alta Renda,Tesouro Direto,App,5+ anos,9,Assessoria ajudou na decisao
FD00477,C00048,2026-01-27,2026T1,Alta Renda,COE,Central de Atendimento,0-6 meses,9,Boa experiencia no aplicativo
FD00478,C00216,2026-02-03,2026T1,Private,Fundos,App,6-24 meses,4,Aplicativo travou durante consulta
FD00479,C00109,2026-03-24,2026T1,Private,CDB,Central de Atendimento,5+ anos,9,Consegui acompanhar minha carteira
FD00480,C00358,2026-02-22,2026T1,Varejo,Fundos,App,6-24 meses,9,Assessoria ajudou na decisao
FD00481,C00108,2026-02-17,2026T1,Varejo,Carteira Administrada,App,2-5 anos,7,"Experiencia ok, mas poderia ser mais simples"
FD00482,C00202,2026-02-18,2026T1,Private,CDB,App,5+ anos,9,Boa experiencia no aplicativo
FD00483,C00284,2026-02-21,2026T1,Private,Tesouro Direto,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00484,C00009,2026-02-16,2026T1,Varejo,Fundos,App,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00485,C00387,2026-02-09,2026T1,Alta Renda,CDB,Assessoria,6-24 meses,10,Atendimento claro e rapido
FD00486,C00217,2026-02-22,2026T1,Alta Renda,CDB,Assessoria,2-5 anos,9,Atendimento claro e rapido
FD00487,C00425,2026-03-06,2026T1,Private,COE,App,2-5 anos,10,Atendimento claro e rapido
FD00488,C00530,2026-03-13,2026T1,Varejo,Carteira Administrada,App,6-24 meses,6,Demora para resolver meu problema
FD00489,C00479,2026-03-26,2026T1,Novo Investidor,Carteira Administrada,Central de Atendimento,6-24 meses,10,Consegui acompanhar minha carteira
FD00490,C00460,2026-01-01,2026T1,Private,CDB,App,6-24 meses,9,Consegui acompanhar minha carteira
FD00491,C00393,2026-03-21,2026T1,Alta Renda,Tesouro Direto,Assessoria,6-24 meses,7,"Atendimento resolveu, mas demorou"
FD00492,C00384,2026-03-19,2026T1,Varejo,Tesouro Direto,App,5+ anos,10,Boa experiencia no aplicativo
FD00493,C00424,2026-01-13,2026T1,Alta Renda,CDB,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00494,C00134,2026-03-30,2026T1,Alta Renda,COE,App,2-5 anos,5,Nao consegui falar com assessor
FD00495,C00198,2026-01-04,2026T1,Novo Investidor,Tesouro Direto,App,2-5 anos,8,Aplicativo poderia explicar melhor
FD00496,C00414,2026-02-04,2026T1,Varejo,CDB,App,0-6 meses,10,Boa experiencia no aplicativo
FD00497,C00064,2026-03-02,2026T1,Alta Renda,Fundos,App,6-24 meses,8,Demorou um pouco para encontrar informacoes
FD00498,C00428,2026-01-14,2026T1,Novo Investidor,COE,App,6-24 meses,7,Demorou um pouco para encontrar informacoes
FD00499,C00459,2026-01-04,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira
FD00500,C00005,2026-02-12,2026T1,Private,Carteira Administrada,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira
FD00501,C00287,2026-02-26,2026T1,Alta Renda,Carteira Administrada,App,6-24 meses,9,Informacoes estavam faceis de encontrar
FD00502,C00543,2026-02-12,2026T1,Private,Tesouro Direto,App,5+ anos,9,Assessoria ajudou na decisao
FD00503,C00128,2026-01-23,2026T1,Varejo,CDB,Central de Atendimento,2-5 anos,9,Assessoria ajudou na decisao
FD00504,C00502,2026-01-06,2026T1,Alta Renda,CDB,App,6-24 meses,10,Assessoria ajudou na decisao
FD00505,C00312,2026-03-09,2026T1,Private,CDB,App,6-24 meses,6,Informacoes divergentes sobre o produto
FD00506,C00515,2026-01-22,2026T1,Private,Carteira Administrada,Assessoria,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00507,C00334,2026-01-18,2026T1,Private,COE,App,0-6 meses,10,Assessoria ajudou na decisao
FD00508,C00325,2026-03-28,2026T1,Novo Investidor,CDB,Internet Banking,6-24 meses,9,Boa experiencia no aplicativo
FD00509,C00202,2026-02-27,2026T1,Private,CDB,App,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00510,C00316,2026-03-16,2026T1,Varejo,CDB,App,0-6 meses,9,Boa experiencia no aplicativo
FD00511,C00338,2026-03-17,2026T1,Varejo,COE,App,0-6 meses,10,Atendimento claro e rapido
FD00512,C00314,2026-02-28,2026T1,Novo Investidor,CDB,App,2-5 anos,10,Assessoria ajudou na decisao
FD00513,C00335,2026-03-18,2026T1,Private,Carteira Administrada,App,2-5 anos,10,Assessoria ajudou na decisao
FD00514,C00125,2026-03-04,2026T1,Private,CDB,App,6-24 meses,10,Assessoria ajudou na decisao
FD00515,C00037,2026-03-22,2026T1,Alta Renda,CDB,App,6-24 meses,8,Tive duvida sobre rentabilidade
FD00516,C00400,2026-03-17,2026T1,Varejo,COE,App,6-24 meses,9,Informacoes estavam faceis de encontrar
FD00517,C00298,2026-01-29,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,8,"Experiencia ok, mas poderia ser mais simples"
FD00518,C00411,2026-01-27,2026T1,Alta Renda,Fundos,,5+ anos,10,Atendimento claro e rapido
FD00519,C00491,2026-01-18,2026T1,Alta Renda,Fundos,App,0-6 meses,9,Assessoria ajudou na decisao
FD00520,C00011,2026-01-22,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,10,Boa experiencia no aplicativo
FD00521,C00387,2026-03-20,2026T1,Alta Renda,CDB,App,5+ anos,10,Boa experiencia no aplicativo
FD00522,C00075,2026-02-06,2026T1,Varejo,Carteira Administrada,App,0-6 meses,10,Assessoria ajudou na decisao
FD00523,C00214,2026-03-09,2026T1,Private,COE,App,5+ anos,10,Consegui acompanhar minha carteira
FD00524,C00511,2026-02-22,2026T1,Varejo,Fundos,Internet Banking,2-5 anos,7,"Atendimento resolveu, mas demorou"
FD00525,C00079,2026-01-16,2026T1,Alta Renda,Tesouro Direto,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira
FD00526,C00500,2026-01-26,2026T1,Novo Investidor,Fundos,Assessoria,2-5 anos,10,Assessoria ajudou na decisao
FD00527,C00291,2026-02-22,2026T1,Private,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao
FD00528,C00494,2026-02-12,2026T1,Private,Carteira Administrada,App,5+ anos,10,Atendimento claro e rapido
FD00529,C00057,2026-01-02,2026T1,Private,CDB,Assessoria,2-5 anos,6,Demora para resolver meu problema
FD00530,C00276,2026-02-09,2026T1,Alta Renda,CDB,Assessoria,6-24 meses,10,Boa experiencia no aplicativo
FD00531,C00082,2026-02-26,2026T1,Varejo,Fundos,App,5+ anos,9,Assessoria ajudou na decisao
FD00532,C00078,2026-02-09,2026T1,Private,Fundos,App,0-6 meses,10,Atendimento claro e rapido
FD00533,C00388,2026-03-07,2026T1,Private,Fundos,Assessoria,6-24 meses,10,Boa experiencia no aplicativo
FD00534,C00287,2026-01-29,2026T1,Alta Renda,CDB,App,5+ anos,10,Atendimento claro e rapido
FD00535,C00039,2026-01-18,2026T1,Varejo,CDB,App,0-6 meses,10,Consegui acompanhar minha carteira
FD00536,C00055,2026-01-22,2026T1,Varejo,Carteira Administrada,App,2-5 anos,8,Demorou um pouco para encontrar informacoes
FD00537,C00293,2026-01-18,2026T1,Varejo,Carteira Administrada,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira
FD00538,C00375,2026-03-19,2026T1,Private,Fundos,App,6-24 meses,7,Tive duvida sobre rentabilidade
FD00539,C00203,2026-02-15,2026T1,Private,Fundos,Central de Atendimento,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00540,C00369,2026-03-28,2026T1,Private,Carteira Administrada,Central de Atendimento,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00541,C00166,2026-03-24,2026T1,Varejo,CDB,App,0-6 meses,7,Tive duvida sobre rentabilidade
FD00542,C00149,2026-01-29,2026T1,Private,Carteira Administrada,Assessoria,0-6 meses,10,Atendimento claro e rapido
FD00543,C00351,2026-01-01,2026T1,Alta Renda,Tesouro Direto,Internet Banking,6-24 meses,9,Informacoes estavam faceis de encontrar
FD00544,C00202,2026-03-31,2026T1,Private,CDB,Central de Atendimento,0-6 meses,10,Assessoria ajudou na decisao
FD00545,C00532,2026-03-07,2026T1,Novo Investidor,Tesouro Direto,App,2-5 anos,9,Boa experiencia no aplicativo
FD00546,C00208,2026-03-17,2026T1,Varejo,Tesouro Direto,App,2-5 anos,9,Assessoria ajudou na decisao
FD00547,C00209,2026-02-12,2026T1,Private,Carteira Administrada,App,6-24 meses,1,Nao consegui falar com assessor
FD00548,C00209,2026-03-24,2026T1,Private,Tesouro Direto,App,6-24 meses,10,Atendimento claro e rapido
FD00549,C00429,2026-01-09,2026T1,Alta Renda,Fundos,App,0-6 meses,9,Consegui acompanhar minha carteira
FD00550,C00498,2026-01-26,2026T1,Private,CDB,Internet Banking,6-24 meses,9,Boa experiencia no aplicativo
FD00551,C00070,2026-02-11,2026T1,Novo Investidor,Fundos,App,0-6 meses,10,Assessoria ajudou na decisao
FD00552,C00367,2026-03-02,2026T1,Novo Investidor,Fundos,App,5+ anos,1,Aplicativo travou durante consulta
FD00553,C00259,2026-02-22,2026T1,Varejo,Carteira Administrada,App,6-24 meses,5,Nao ficou claro o risco do produto
FD00554,C00372,2026-03-16,2026T1,Private,Carteira Administrada,Internet Banking,5+ anos,10,Consegui acompanhar minha carteira
FD00555,C00377,2026-01-28,2026T1,Varejo,Tesouro Direto,App,2-5 anos,10,Consegui acompanhar minha carteira
FD00556,C00178,2026-02-04,2026T1,Alta Renda,Carteira Administrada,App,2-5 anos,9,Assessoria ajudou na decisao
FD00557,C00474,2026-03-30,2026T1,Novo Investidor,Tesouro Direto,App,6-24 meses,9,Atendimento claro e rapido
FD00558,C00232,2026-03-28,2026T1,Alta Renda,Fundos,App,6-24 meses,9,Assessoria ajudou na decisao
FD00559,C00464,2026-02-19,2026T1,Varejo,CDB,App,6-24 meses,9,Consegui acompanhar minha carteira
FD00560,C00549,2026-02-12,2026T1,Alta Renda,CDB,App,2-5 anos,10,Consegui acompanhar minha carteira
FD00561,C00245,2026-01-24,2026T1,Private,CDB,App,5+ anos,9,Atendimento claro e rapido
FD00562,C00366,2026-01-29,2026T1,Alta Renda,CDB,Internet Banking,0-6 meses,7,Demorou um pouco para encontrar informacoes
FD00563,C00007,2026-03-31,2026T1,Private,Tesouro Direto,Internet Banking,2-5 anos,10,
FD00564,C00047,2026-02-05,2026T1,Alta Renda,CDB,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00565,C00455,2026-01-06,2026T1,Private,COE,App,2-5 anos,8,Demorou um pouco para encontrar informacoes
FD00566,C00185,2026-02-11,2026T1,Private,Tesouro Direto,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00567,C00290,2026-01-29,2026T1,Varejo,COE,App,6-24 meses,1,
FD00568,C00156,2026-01-03,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,9,Informacoes estavam faceis de encontrar
FD00569,C00247,2026-01-11,2026T1,Alta Renda,Fundos,Central de Atendimento,5+ anos,7,Tive duvida sobre rentabilidade
FD00570,C00090,2026-01-06,2026T1,Alta Renda,Tesouro Direto,Assessoria,2-5 anos,10,Atendimento claro e rapido
FD00571,C00294,2026-02-20,2026T1,Alta Renda,CDB,App,2-5 anos,7,"Atendimento resolveu, mas demorou"
FD00572,C00028,2026-02-28,2026T1,Alta Renda,CDB,App,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00573,C00299,2026-01-29,2026T1,Varejo,CDB,App,6-24 meses,9,Boa experiencia no aplicativo
FD00574,C00072,2026-03-25,2026T1,Private,Tesouro Direto,App,2-5 anos,9,
FD00575,C00295,2026-01-09,2026T1,Private,CDB,Internet Banking,2-5 anos,10,Assessoria ajudou na decisao
FD00576,C00192,2026-01-24,2026T1,Novo Investidor,CDB,App,2-5 anos,9,Boa experiencia no aplicativo
FD00577,C00123,2026-02-19,2026T1,Alta Renda,Tesouro Direto,Internet Banking,0-6 meses,10,Informacoes estavam faceis de encontrar
FD00578,C00324,2026-02-12,2026T1,Private,CDB,App,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00579,C00400,2026-02-28,2026T1,Varejo,CDB,Central de Atendimento,0-6 meses,9,Consegui acompanhar minha carteira
FD00580,C00158,2026-03-25,2026T1,Varejo,Fundos,App,2-5 anos,9,
FD00581,C00437,2026-01-24,2026T1,Private,COE,App,6-24 meses,5,Informacoes divergentes sobre o produto
FD00582,C00317,2026-03-07,2026T1,Alta Renda,CDB,App,2-5 anos,10,Atendimento claro e rapido
FD00583,C00430,2026-02-24,2026T1,Private,Tesouro Direto,Assessoria,2-5 anos,10,Atendimento claro e rapido
FD00584,C00151,2026-03-06,2026T1,Novo Investidor,CDB,Assessoria,6-24 meses,3,
FD00585,C00409,2026-03-01,2026T1,Novo Investidor,CDB,Assessoria,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00586,C00299,2026-02-09,2026T1,Varejo,Carteira Administrada,Assessoria,2-5 anos,10,Atendimento claro e rapido
FD00587,C00366,2026-03-01,2026T1,Alta Renda,Fundos,Central de Atendimento,5+ anos,10,Atendimento claro e rapido
FD00588,C00214,2026-03-06,2026T1,Private,Fundos,Internet Banking,6-24 meses,9,Informacoes estavam faceis de encontrar
FD00589,C00111,2026-01-18,2026T1,Alta Renda,Fundos,Internet Banking,2-5 anos,10,Assessoria ajudou na decisao
FD00590,C00330,2026-02-16,2026T1,Private,Tesouro Direto,Internet Banking,0-6 meses,9,Consegui acompanhar minha carteira
FD00591,C00351,2026-02-26,2026T1,Alta Renda,Carteira Administrada,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira
FD00592,C00093,2026-01-17,2026T1,Varejo,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo
FD00593,C00431,2026-01-06,2026T1,Private,Tesouro Direto,App,0-6 meses,7,"Experiencia ok, mas poderia ser mais simples"
FD00594,C00527,2026-01-18,2026T1,Alta Renda,COE,App,2-5 anos,9,Consegui acompanhar minha carteira
FD00595,C00211,2026-02-18,2026T1,Alta Renda,CDB,App,5+ anos,9,Atendimento claro e rapido
FD00596,C00427,2026-01-16,2026T1,Alta Renda,Carteira Administrada,Internet Banking,6-24 meses,7,Demorou um pouco para encontrar informacoes
FD00597,C00357,2026-01-18,2026T1,Private,Tesouro Direto,App,6-24 meses,10,Atendimento claro e rapido
FD00598,C00130,2026-02-08,2026T1,Alta Renda,Fundos,App,2-5 anos,9,Atendimento claro e rapido
FD00599,C00031,2026-01-15,2026T1,Varejo,Fundos,Internet Banking,6-24 meses,9,Consegui acompanhar minha carteira
FD00600,C00397,2026-02-21,2026T1,Varejo,Tesouro Direto,App,2-5 anos,9,Atendimento claro e rapido
FD00601,C00087,2026-03-15,2026T1,Varejo,Carteira Administrada,Assessoria,6-24 meses,7,Tive duvida sobre rentabilidade
FD00602,C00493,2026-01-11,2026T1,Private,Fundos,App,6-24 meses,9,Boa experiencia no aplicativo
FD00603,C00340,2026-03-14,2026T1,Private,Carteira Administrada,App,2-5 anos,9,Assessoria ajudou na decisao
FD00604,C00344,2026-01-23,2026T1,Alta Renda,Tesouro Direto,App,6-24 meses,5,
FD00605,C00503,2026-02-24,2026T1,Alta Renda,Carteira Administrada,App,0-6 meses,9,Assessoria ajudou na decisao
FD00606,C00484,2026-02-27,2026T1,Varejo,Fundos,Internet Banking,0-6 meses,10,Boa experiencia no aplicativo
FD00607,C00370,2026-03-03,2026T1,Private,Tesouro Direto,Internet Banking,2-5 anos,9,Atendimento claro e rapido
FD00608,C00476,2026-02-18,2026T1,Novo Investidor,Tesouro Direto,Assessoria,2-5 anos,6,Aplicativo travou durante consulta
FD00609,C00337,2026-02-20,2026T1,Varejo,CDB,Assessoria,6-24 meses,3,Informacoes divergentes sobre o produto
FD00610,C00028,2026-01-27,2026T1,Alta Renda,Carteira Administrada,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira
FD00611,C00176,2026-02-24,2026T1,Private,Carteira Administrada,App,2-5 anos,7,"Atendimento resolveu, mas demorou"
FD00612,C00360,2026-02-07,2026T1,Varejo,Fundos,App,0-6 meses,10,Boa experiencia no aplicativo
FD00613,C00341,2026-02-20,2026T1,Alta Renda,CDB,Internet Banking,5+ anos,10,Atendimento claro e rapido
FD00614,C00344,2026-02-25,2026T1,Alta Renda,Carteira Administrada,App,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00615,C00530,2026-03-21,2026T1,Varejo,Fundos,App,5+ anos,8,Demorou um pouco para encontrar informacoes
FD00616,C00060,2026-02-06,2026T1,Alta Renda,CDB,Assessoria,2-5 anos,9,Assessoria ajudou na decisao
FD00617,C00233,2026-03-03,2026T1,Varejo,Tesouro Direto,Assessoria,6-24 meses,8,Tive duvida sobre rentabilidade
FD00618,C00111,2026-01-23,2026T1,Alta Renda,Fundos,Central de Atendimento,2-5 anos,9,Assessoria ajudou na decisao
FD00619,C00086,2026-01-08,2026T1,Alta Renda,Tesouro Direto,App,2-5 anos,10,Boa experiencia no aplicativo
FD00620,C00525,2026-01-13,2026T1,Varejo,Carteira Administrada,App,5+ anos,5,Nao ficou claro o risco do produto
FD00621,C00023,2026-01-31,2026T1,Alta Renda,Tesouro Direto,App,0-6 meses,9,Atendimento claro e rapido
FD00622,C00311,2026-03-30,2026T1,Alta Renda,CDB,App,2-5 anos,10,Boa experiencia no aplicativo
FD00623,C00120,2026-02-12,2026T1,Alta Renda,Tesouro Direto,Assessoria,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00624,C00169,2026-03-30,2026T1,Private,Fundos,App,6-24 meses,10,Atendimento claro e rapido
FD00625,C00509,2026-02-26,2026T1,Novo Investidor,Tesouro Direto,App,0-6 meses,9,Boa experiencia no aplicativo
FD00626,C00196,2026-01-18,2026T1,Alta Renda,Fundos,App,2-5 anos,8,Tive duvida sobre rentabilidade
FD00627,C00298,2026-02-28,2026T1,Private,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo
FD00628,C00492,2026-03-28,2026T1,Varejo,CDB,App,2-5 anos,3,Nao entendi a cobranca
FD00629,C00225,2026-02-12,2026T1,Private,Fundos,App,2-5 anos,10,Boa experiencia no aplicativo
FD00630,C00123,2026-02-27,2026T1,Alta Renda,Carteira Administrada,Assessoria,0-6 meses,10,Informacoes estavam faceis de encontrar
FD00631,C00219,2026-03-09,2026T1,Varejo,Tesouro Direto,Internet Banking,5+ anos,10,Boa experiencia no aplicativo
FD00632,C00094,2026-03-17,2026T1,Varejo,CDB,Internet Banking,5+ anos,9,Atendimento claro e rapido
FD00633,C00109,2026-02-23,2026T1,Private,CDB,Central de Atendimento,6-24 meses,10,Atendimento claro e rapido
FD00634,C00319,2026-03-03,2026T1,Private,CDB,App,6-24 meses,9,Boa experiencia no aplicativo
FD00635,C00484,2026-01-31,2026T1,Varejo,Carteira Administrada,App,6-24 meses,9,
FD00636,C00010,2026-02-25,2026T1,Varejo,COE,App,0-6 meses,10,Boa experiencia no aplicativo
FD00637,C00222,2026-02-21,2026T1,Varejo,CDB,App,5+ anos,3,Nao entendi a cobranca
FD00638,C00106,2026-03-02,2026T1,Private,CDB,App,2-5 anos,9,Assessoria ajudou na decisao
FD00639,C00473,2026-02-28,2026T1,Private,CDB,Assessoria,5+ anos,9,Atendimento claro e rapido
FD00640,C00050,2026-03-19,2026T1,Private,Tesouro Direto,App,6-24 meses,9,
FD00641,C00362,2026-01-22,2026T1,Varejo,Fundos,App,2-5 anos,10,Consegui acompanhar minha carteira
FD00642,C00415,2026-02-14,2026T1,Varejo,CDB,App,6-24 meses,9,Informacoes estavam faceis de encontrar
FD00643,C00119,2026-02-05,2026T1,Novo Investidor,CDB,App,0-6 meses,6,Nao consegui falar com assessor
FD00644,C00467,2026-03-28,2026T1,Alta Renda,COE,App,2-5 anos,9,Boa experiencia no aplicativo
FD00645,C00042,2026-02-10,2026T1,Alta Renda,Tesouro Direto,Assessoria,2-5 anos,10,Informacoes estavam faceis de encontrar
FD00646,C00261,2026-03-02,2026T1,Varejo,Carteira Administrada,Internet Banking,6-24 meses,6,Nao consegui falar com assessor
FD00647,C00525,2026-03-01,2026T1,Varejo,Tesouro Direto,App,0-6 meses,10,Atendimento claro e rapido
FD00648,C00045,2026-02-10,2026T1,Private,CDB,App,2-5 anos,10,Assessoria ajudou na decisao
FD00649,C00328,2026-02-05,2026T1,Varejo,Fundos,App,2-5 anos,10,Assessoria ajudou na decisao
FD00650,C00098,2026-03-16,2026T1,Alta Renda,CDB,App,0-6 meses,10,Assessoria ajudou na decisao
FD00651,C00360,2026-01-17,2026T1,Varejo,CDB,,6-24 meses,9,Atendimento claro e rapido
FD00652,C00076,2026-01-17,2026T1,Varejo,Tesouro Direto,App,0-6 meses,7,Demorou um pouco para encontrar informacoes
FD00653,C00541,2026-01-24,2026T1,Novo Investidor,CDB,Assessoria,0-6 meses,10,Boa experiencia no aplicativo
FD00654,C00068,2026-01-14,2026T1,Varejo,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo
FD00655,C00269,2026-01-09,2026T1,Alta Renda,COE,Assessoria,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00656,C00517,2026-01-26,2026T1,Alta Renda,CDB,Assessoria,6-24 meses,10,Consegui acompanhar minha carteira
FD00657,C00402,2026-01-17,2026T1,Novo Investidor,Tesouro Direto,App,6-24 meses,10,Informacoes estavam faceis de encontrar
FD00658,C00495,2026-03-13,2026T1,Alta Renda,Tesouro Direto,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira
FD00659,C00465,2026-03-03,2026T1,Novo Investidor,Fundos,Assessoria,6-24 meses,8,Aplicativo poderia explicar melhor
FD00660,C00375,2026-01-06,2026T1,Private,CDB,App,2-5 anos,10,Atendimento claro e rapido
FD00661,C00099,2026-01-26,2026T1,Private,Fundos,App,0-6 meses,9,Informacoes estavam faceis de encontrar
FD00662,C00196,2026-01-30,2026T1,Alta Renda,CDB,App,6-24 meses,10,Assessoria ajudou na decisao
FD00663,C00454,2026-01-21,2026T1,Novo Investidor,Fundos,Internet Banking,6-24 meses,8,Tive duvida sobre rentabilidade
FD00664,C00369,2026-02-17,2026T1,Private,CDB,Central de Atendimento,2-5 anos,10,Consegui acompanhar minha carteira
FD00665,C00410,2026-03-19,2026T1,Private,Fundos,Internet Banking,2-5 anos,10,Assessoria ajudou na decisao
FD00666,C00393,2026-01-12,2026T1,Alta Renda,Fundos,App,5+ anos,7,"Experiencia ok, mas poderia ser mais simples"
FD00667,C00267,2026-03-25,2026T1,Varejo,Tesouro Direto,App,5+ anos,10,Assessoria ajudou na decisao
FD00668,C00286,2026-03-10,2026T1,Private,Carteira Administrada,Assessoria,2-5 anos,9,Consegui acompanhar minha carteira
FD00669,C00345,2026-01-21,2026T1,Alta Renda,Fundos,App,5+ anos,9,Boa experiencia no aplicativo
FD00670,C00385,2026-01-10,2026T1,Varejo,COE,Assessoria,5+ anos,9,Atendimento claro e rapido
FD00671,C00086,2026-03-03,2026T1,Alta Renda,CDB,App,5+ anos,9,Atendimento claro e rapido
FD00672,C00086,2026-01-04,2026T1,Alta Renda,CDB,App,2-5 anos,10,Assessoria ajudou na decisao
FD00673,C00073,2026-01-11,2026T1,Private,CDB,Internet Banking,2-5 anos,9,Consegui acompanhar minha carteira
FD00674,C00115,2026-01-10,2026T1,Varejo,Tesouro Direto,App,5+ anos,10,Informacoes estavam faceis de encontrar
FD00675,C00045,2026-03-26,2026T1,Private,Carteira Administrada,App,5+ anos,10,Informacoes estavam faceis de encontrar
FD00676,C00520,2026-01-26,2026T1,Private,CDB,Assessoria,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00677,C00298,2026-01-17,2026T1,Private,Tesouro Direto,App,2-5 anos,7,"Experiencia ok, mas poderia ser mais simples"
FD00678,C00369,2026-02-26,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,9,Consegui acompanhar minha carteira
FD00679,C00398,2026-02-17,2026T1,Alta Renda,Tesouro Direto,App,0-6 meses,10,Atendimento claro e rapido
FD00680,C00238,2026-01-23,2026T1,Private,Carteira Administrada,App,0-6 meses,4,Aplicativo travou durante consulta
FD00681,C00284,2026-03-26,2026T1,Private,Carteira Administrada,App,6-24 meses,9,Consegui acompanhar minha carteira
FD00682,C00080,2026-01-18,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,7,Aplicativo poderia explicar melhor
FD00683,C00475,2026-01-11,2026T1,Alta Renda,CDB,App,5+ anos,10,Boa experiencia no aplicativo
FD00684,C00137,2026-03-23,2026T1,Alta Renda,Fundos,App,2-5 anos,10,Assessoria ajudou na decisao
FD00685,C00217,2026-02-22,2026T1,Alta Renda,Fundos,App,0-6 meses,10,Atendimento claro e rapido
FD00686,C00313,2026-01-03,2026T1,Private,Fundos,App,5+ anos,9,Informacoes estavam faceis de encontrar
FD00687,C00344,2026-03-18,2026T1,Alta Renda,Fundos,App,5+ anos,10,Atendimento claro e rapido
FD00688,C00236,2026-01-23,2026T1,Varejo,CDB,App,2-5 anos,7,Aplicativo poderia explicar melhor
FD00689,C00201,2026-03-18,2026T1,Varejo,Tesouro Direto,Assessoria,6-24 meses,10,Assessoria ajudou na decisao
FD00690,C00527,2026-01-15,2026T1,Alta Renda,Carteira Administrada,App,6-24 meses,9,Informacoes estavam faceis de encontrar
FD00691,C00508,2026-03-26,2026T1,Varejo,Tesouro Direto,App,2-5 anos,9,Informacoes estavam faceis de encontrar
FD00692,C00016,2026-03-02,2026T1,Private,COE,App,5+ anos,9,Informacoes estavam faceis de encontrar
FD00693,C00537,2026-01-09,2026T1,Varejo,Carteira Administrada,App,2-5 anos,9,Consegui acompanhar minha carteira
FD00694,C00035,2026-03-18,2026T1,Novo Investidor,Tesouro Direto,Assessoria,6-24 meses,10,Boa experiencia no aplicativo
FD00695,C00264,2026-03-12,2026T1,Alta Renda,Carteira Administrada,App,2-5 anos,10,Consegui acompanhar minha carteira
FD00696,C00278,2026-01-05,2026T1,Varejo,COE,App,6-24 meses,8,Demorou um pouco para encontrar informacoes
