id_pesquisa,id_cliente,data_resposta,trimestre_ref,segmento_declarado,produto,canal,tempo_relacionamento,nota_satisfacao,comentario,id_cliente_num,qtd_atendimentos,nota_atendimento_media,qtd_atendimentos_resolvidos,qtd_atendimentos_pendentes,principal_motivo_contato,principal_canal_atendimento,produto_atendimento,qtd_registros_extrato,qtd_acessos_app_30d,qtd_reclamacoes_90d,tempo_resolucao_horas,suitability_pendente,produto_extrato
FD00514,C00125,2026-03-04,2026T1,Private,CDB,App,6-24 meses,10,Assessoria ajudou na decisao,125,,,,,,,,2.0,5.5,0.0,27.700000000000003,0.0,CDB
FD00515,C00037,2026-03-22,2026T1,Alta Renda,CDB,App,6-24 meses,8,Tive duvida sobre rentabilidade,37,,,,,,,,2.0,7.0,0.0,15.85,1.0,CDB
FD00516,C00400,2026-03-17,2026T1,Varejo,COE,App,6-24 meses,9,Informacoes estavam faceis de encontrar,400,,,,,,,,6.0,6.0,0.0,24.866666666666664,0.0,CDB
FD00517,C00298,2026-01-29,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,8,"Experiencia ok, mas poderia ser mais simples",298,3.0,7.0,1.0,2.0,duvida rentabilidade,Telefone,Tesouro Direto,3.0,8.333333333333334,0.0,21.633333333333336,0.0,Tesouro Direto
FD00518,C00411,2026-01-27,2026T1,Alta Renda,Fundos,,5+ anos,10,Atendimento claro e rapido,411,,,,,,,,4.0,6.75,0.0,17.05,1.0,Tesouro Direto
FD00519,C00491,2026-01-18,2026T1,Alta Renda,Fundos,App,0-6 meses,9,Assessoria ajudou na decisao,491,,,,,,,,1.0,11.0,0.0,13.2,0.0,Fundos
FD00520,C00011,2026-01-22,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,10,Boa experiencia no aplicativo,11,2.0,8.0,0.0,2.0,reclamacao atendimento,E-mail,Carteira Administrada,3.0,5.666666666666667,0.3333333333333333,28.8,1.0,Carteira Administrada
FD00521,C00387,2026-03-20,2026T1,Alta Renda,CDB,App,5+ anos,10,Boa experiencia no aplicativo,387,2.0,10.0,1.0,1.0,acesso app,Telefone,CDB,4.0,8.25,0.5,18.0,1.0,CDB
FD00522,C00075,2026-02-06,2026T1,Varejo,Carteira Administrada,App,0-6 meses,10,Assessoria ajudou na decisao,75,,,,,,,,2.0,3.5,0.0,16.299999999999997,0.0,CDB
FD00523,C00214,2026-03-09,2026T1,Private,COE,App,5+ anos,10,Consegui acompanhar minha carteira,214,,,,,,,,4.0,6.5,0.0,24.174999999999997,0.0,Fundos
FD00524,C00511,2026-02-22,2026T1,Varejo,Fundos,Internet Banking,2-5 anos,7,"Atendimento resolveu, mas demorou",511,1.0,7.0,1.0,0.0,reclamacao atendimento,Telefone,Fundos,2.0,7.0,0.0,14.4,0.0,Fundos
FD00525,C00079,2026-01-16,2026T1,Alta Renda,Tesouro Direto,Internet Banking,6-24 meses,10,Consegui acompanhar minha carteira,79,,,,,,,,5.0,10.6,0.0,15.12,0.0,Tesouro Direto
FD00526,C00500,2026-01-26,2026T1,Novo Investidor,Fundos,Assessoria,2-5 anos,10,Assessoria ajudou na decisao,500,1.0,7.0,1.0,0.0,explicacao risco,Chat,Tesouro Direto,3.0,5.333333333333333,0.0,33.36666666666667,1.0,Carteira Administrada
FD00527,C00291,2026-02-22,2026T1,Private,Tesouro Direto,App,2-5 anos,10,Assessoria ajudou na decisao,291,2.0,10.0,1.0,1.0,cadastro,Chat,CDB,3.0,7.666666666666667,0.0,24.5,0.0,CDB
FD00528,C00494,2026-02-12,2026T1,Private,Carteira Administrada,App,5+ anos,10,Atendimento claro e rapido,494,,,,,,,,1.0,8.0,1.0,40.6,0.0,Carteira Administrada
FD00529,C00057,2026-01-02,2026T1,Private,CDB,Assessoria,2-5 anos,6,Demora para resolver meu problema,57,4.0,8.75,2.0,2.0,acesso app,Telefone,CDB,6.0,7.166666666666667,0.16666666666666666,22.849999999999998,0.0,CDB
FD00530,C00276,2026-02-09,2026T1,Alta Renda,CDB,Assessoria,6-24 meses,10,Boa experiencia no aplicativo,276,2.0,9.0,2.0,0.0,duvida rentabilidade,E-mail,CDB,5.0,5.2,0.2,34.46,1.0,CDB
FD00531,C00082,2026-02-26,2026T1,Varejo,Fundos,App,5+ anos,9,Assessoria ajudou na decisao,82,1.0,5.0,0.0,1.0,acesso app,Telefone,Carteira Administrada,3.0,8.666666666666666,0.0,37.23333333333333,0.0,CDB
FD00532,C00078,2026-02-09,2026T1,Private,Fundos,App,0-6 meses,10,Atendimento claro e rapido,78,2.0,10.0,0.0,2.0,duvida rentabilidade,Chat,Fundos,3.0,8.666666666666666,0.0,23.433333333333334,1.0,Fundos
FD00533,C00388,2026-03-07,2026T1,Private,Fundos,Assessoria,6-24 meses,10,Boa experiencia no aplicativo,388,1.0,9.0,1.0,0.0,reclamacao atendimento,Chat,Fundos,3.0,4.0,0.0,22.833333333333332,0.0,Fundos
FD00534,C00287,2026-01-29,2026T1,Alta Renda,CDB,App,5+ anos,10,Atendimento claro e rapido,287,2.0,10.0,2.0,0.0,explicacao risco,Chat,Carteira Administrada,4.0,11.0,0.5,35.375,0.0,Fundos
FD00535,C00039,2026-01-18,2026T1,Varejo,CDB,App,0-6 meses,10,Consegui acompanhar minha carteira,39,,,,,,,,5.0,7.6,0.0,31.32,1.0,CDB
FD00536,C00055,2026-01-22,2026T1,Varejo,Carteira Administrada,App,2-5 anos,8,Demorou um pouco para encontrar informacoes,55,1.0,8.0,1.0,0.0,acesso app,Telefone,Carteira Administrada,1.0,5.0,0.0,28.2,0.0,Carteira Administrada
FD00537,C00293,2026-01-18,2026T1,Varejo,Carteira Administrada,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira,293,2.0,9.0,2.0,0.0,duvida rentabilidade,Chat,Carteira Administrada,2.0,3.5,0.5,21.0,0.0,Carteira Administrada
FD00538,C00375,2026-03-19,2026T1,Private,Fundos,App,6-24 meses,7,Tive duvida sobre rentabilidade,375,1.0,8.0,1.0,0.0,acesso app,Chat,Fundos,5.0,8.6,0.0,21.7,0.0,CDB
FD00539,C00203,2026-02-15,2026T1,Private,Fundos,Central de Atendimento,0-6 meses,9,Informacoes estavam faceis de encontrar,203,,,,,,,,4.0,5.0,0.0,15.600000000000001,0.0,Fundos
FD00540,C00369,2026-03-28,2026T1,Private,Carteira Administrada,Central de Atendimento,2-5 anos,9,Informacoes estavam faceis de encontrar,369,1.0,10.0,1.0,0.0,resgate,E-mail,CDB,4.0,6.5,0.25,22.85,1.0,Carteira Administrada
FD00541,C00166,2026-03-24,2026T1,Varejo,CDB,App,0-6 meses,7,Tive duvida sobre rentabilidade,166,,,,,,,,2.0,8.5,0.0,23.55,0.0,CDB
FD00542,C00149,2026-01-29,2026T1,Private,Carteira Administrada,Assessoria,0-6 meses,10,Atendimento claro e rapido,149,,,,,,,,1.0,5.0,1.0,54.0,0.0,Carteira Administrada
FD00543,C00351,2026-01-01,2026T1,Alta Renda,Tesouro Direto,Internet Banking,6-24 meses,9,Informacoes estavam faceis de encontrar,351,1.0,8.0,1.0,0.0,reclamacao atendimento,Chat,Tesouro Direto,2.0,7.5,0.0,26.6,1.0,Carteira Administrada
FD00544,C00202,2026-03-31,2026T1,Private,CDB,Central de Atendimento,0-6 meses,10,Assessoria ajudou na decisao,202,3.0,9.333333333333334,2.0,0.0,explicacao risco,Telefone,CDB,6.0,8.5,0.3333333333333333,34.03333333333333,0.0,CDB
FD00545,C00532,2026-03-07,2026T1,Novo Investidor,Tesouro Direto,App,2-5 anos,9,Boa experiencia no aplicativo,532,,,,,,,,3.0,6.333333333333333,0.3333333333333333,47.53333333333333,0.0,Carteira Administrada
FD00546,C00208,2026-03-17,2026T1,Varejo,Tesouro Direto,App,2-5 anos,9,Assessoria ajudou na decisao,208,,,,,,,,1.0,14.0,1.0,48.1,0.0,Tesouro Direto
FD00547,C00209,2026-02-12,2026T1,Private,Carteira Administrada,App,6-24 meses,1,Nao consegui falar com assessor,209,1.0,10.0,1.0,0.0,reclamacao atendimento,Chat,Tesouro Direto,2.0,9.0,0.0,33.45,0.0,Carteira Administrada
FD00548,C00209,2026-03-24,2026T1,Private,Tesouro Direto,App,6-24 meses,10,Atendimento claro e rapido,209,1.0,10.0,1.0,0.0,reclamacao atendimento,Chat,Tesouro Direto,2.0,9.0,0.0,33.45,0.0,Carteira Administrada
FD00549,C00429,2026-01-09,2026T1,Alta Renda,Fundos,App,0-6 meses,9,Consegui acompanhar minha carteira,429,,,,,,,,3.0,8.666666666666666,0.3333333333333333,21.333333333333332,0.0,CDB
FD00550,C00498,2026-01-26,2026T1,Private,CDB,Internet Banking,6-24 meses,9,Boa experiencia no aplicativo,498,1.0,8.0,0.0,0.0,explicacao risco,Telefone,CDB,2.0,4.5,0.5,55.05,0.0,CDB
FD00551,C00070,2026-02-11,2026T1,Novo Investidor,Fundos,App,0-6 meses,10,Assessoria ajudou na decisao,70,,,,,,,,1.0,9.0,0.0,27.7,0.0,Fundos
FD00552,C00367,2026-03-02,2026T1,Novo Investidor,Fundos,App,5+ anos,1,Aplicativo travou durante consulta,367,1.0,8.0,1.0,0.0,duvida rentabilidade,Telefone,Tesouro Direto,1.0,8.0,0.0,28.8,0.0,Fundos
FD00553,C00259,2026-02-22,2026T1,Varejo,Carteira Administrada,App,6-24 meses,5,Nao ficou claro o risco do produto,259,1.0,4.0,0.0,1.0,acesso app,Telefone,Carteira Administrada,2.0,6.5,0.0,41.9,1.0,Carteira Administrada
FD00554,C00372,2026-03-16,2026T1,Private,Carteira Administrada,Internet Banking,5+ anos,10,Consegui acompanhar minha carteira,372,,,,,,,,3.0,8.0,0.0,23.266666666666666,1.0,Fundos
FD00555,C00377,2026-01-28,2026T1,Varejo,Tesouro Direto,App,2-5 anos,10,Consegui acompanhar minha carteira,377,,,,,,,,4.0,4.25,0.0,23.925,0.0,CDB
FD00556,C00178,2026-02-04,2026T1,Alta Renda,Carteira Administrada,App,2-5 anos,9,Assessoria ajudou na decisao,178,,,,,,,,4.0,5.5,0.25,34.8,0.0,Carteira Administrada
FD00557,C00474,2026-03-30,2026T1,Novo Investidor,Tesouro Direto,App,6-24 meses,9,Atendimento claro e rapido,474,,,,,,,,1.0,7.0,0.0,35.7,0.0,Tesouro Direto
FD00558,C00232,2026-03-28,2026T1,Alta Renda,Fundos,App,6-24 meses,9,Assessoria ajudou na decisao,232,1.0,8.0,0.0,1.0,acesso app,E-mail,Fundos,2.0,6.5,0.0,22.6,0.0,CDB
FD00559,C00464,2026-02-19,2026T1,Varejo,CDB,App,6-24 meses,9,Consegui acompanhar minha carteira,464,,,,,,,,1.0,9.0,0.0,8.2,0.0,CDB
FD00560,C00549,2026-02-12,2026T1,Alta Renda,CDB,App,2-5 anos,10,Consegui acompanhar minha carteira,549,,,,,,,,1.0,9.0,0.0,22.5,0.0,CDB
FD00561,C00245,2026-01-24,2026T1,Private,CDB,App,5+ anos,9,Atendimento claro e rapido,245,,,,,,,,3.0,11.0,1.5,42.699999999999996,0.0,CDB
FD00562,C00366,2026-01-29,2026T1,Alta Renda,CDB,Internet Banking,0-6 meses,7,Demorou um pouco para encontrar informacoes,366,1.0,7.0,1.0,0.0,explicacao risco,Telefone,CDB,2.0,7.0,0.0,17.65,0.0,CDB
FD00563,C00007,2026-03-31,2026T1,Private,Tesouro Direto,Internet Banking,2-5 anos,10,,7,2.0,9.5,2.0,0.0,acesso app,Chat,Fundos,2.0,5.5,0.0,3.0999999999999996,0.0,Fundos
FD00564,C00047,2026-02-05,2026T1,Alta Renda,CDB,App,2-5 anos,10,Informacoes estavam faceis de encontrar,47,1.0,9.0,1.0,0.0,explicacao risco,Telefone,CDB,2.0,10.0,0.0,8.8,0.0,CDB
FD00565,C00455,2026-01-06,2026T1,Private,COE,App,2-5 anos,8,Demorou um pouco para encontrar informacoes,455,1.0,7.0,0.0,1.0,cadastro,Telefone,COE,1.0,11.0,0.0,30.5,0.0,COE
FD00566,C00185,2026-02-11,2026T1,Private,Tesouro Direto,App,2-5 anos,10,Informacoes estavam faceis de encontrar,185,,,,,,,,1.0,10.0,0.0,1.0,0.0,Tesouro Direto
FD00567,C00290,2026-01-29,2026T1,Varejo,COE,App,6-24 meses,1,,290,1.0,9.0,1.0,0.0,acesso app,Chat,COE,4.0,8.0,0.0,24.325,0.0,COE
FD00568,C00156,2026-01-03,2026T1,Private,Tesouro Direto,Internet Banking,6-24 meses,9,Informacoes estavam faceis de encontrar,156,,,,,,,,1.0,3.0,1.0,43.3,1.0,Tesouro Direto
FD00569,C00247,2026-01-11,2026T1,Alta Renda,Fundos,Central de Atendimento,5+ anos,7,Tive duvida sobre rentabilidade,247,,,,,,,,3.0,8.0,0.0,13.066666666666668,0.0,Fundos
FD00570,C00090,2026-01-06,2026T1,Alta Renda,Tesouro Direto,Assessoria,2-5 anos,10,Atendimento claro e rapido,90,,,,,,,,2.0,8.0,0.0,25.15,0.0,Tesouro Direto
FD00571,C00294,2026-02-20,2026T1,Alta Renda,CDB,App,2-5 anos,7,"Atendimento resolveu, mas demorou",294,,,,,,,,3.0,5.0,0.0,17.366666666666667,1.0,COE
FD00572,C00028,2026-02-28,2026T1,Alta Renda,CDB,App,6-24 meses,10,Informacoes estavam faceis de encontrar,28,,,,,,,,3.0,10.0,0.0,30.733333333333334,1.0,CDB
FD00573,C00299,2026-01-29,2026T1,Varejo,CDB,App,6-24 meses,9,Boa experiencia no aplicativo,299,2.0,8.0,0.0,1.0,duvida rentabilidade,E-mail,CDB,4.0,4.0,0.25,31.225,0.0,CDB
FD00574,C00072,2026-03-25,2026T1,Private,Tesouro Direto,App,2-5 anos,9,,72,1.0,9.0,1.0,0.0,explicacao risco,Telefone,Tesouro Direto,4.0,6.25,0.5,33.2,1.0,Tesouro Direto
FD00575,C00295,2026-01-09,2026T1,Private,CDB,Internet Banking,2-5 anos,10,Assessoria ajudou na decisao,295,,,,,,,,3.0,7.0,0.0,14.433333333333332,0.0,CDB
FD00576,C00192,2026-01-24,2026T1,Novo Investidor,CDB,App,2-5 anos,9,Boa experiencia no aplicativo,192,1.0,9.0,0.0,0.0,extrato,Telefone,CDB,1.0,6.0,0.0,37.0,0.0,CDB
FD00577,C00123,2026-02-19,2026T1,Alta Renda,Tesouro Direto,Internet Banking,0-6 meses,10,Informacoes estavam faceis de encontrar,123,,,,,,,,2.0,3.5,0.5,22.5,0.0,Carteira Administrada
FD00578,C00324,2026-02-12,2026T1,Private,CDB,App,2-5 anos,9,Informacoes estavam faceis de encontrar,324,,,,,,,,1.0,6.0,0.0,25.8,0.0,CDB
FD00579,C00400,2026-02-28,2026T1,Varejo,CDB,Central de Atendimento,0-6 meses,9,Consegui acompanhar minha carteira,400,,,,,,,,6.0,6.0,0.0,24.866666666666664,0.0,CDB
FD00580,C00158,2026-03-25,2026T1,Varejo,Fundos,App,2-5 anos,9,,158,,,,,,,,2.0,6.5,0.0,9.85,0.0,Fundos
FD00581,C00437,2026-01-24,2026T1,Private,COE,App,6-24 meses,5,Informacoes divergentes sobre o produto,437,,,,,,,,1.0,11.0,0.0,1.8,1.0,COE
FD00582,C00317,2026-03-07,2026T1,Alta Renda,CDB,App,2-5 anos,10,Atendimento claro e rapido,317,,,,,,,,2.0,12.0,0.0,23.7,0.0,CDB
FD00583,C00430,2026-02-24,2026T1,Private,Tesouro Direto,Assessoria,2-5 anos,10,Atendimento claro e rapido,430,,,,,,,,1.0,5.0,0.0,17.9,0.0,Tesouro Direto
FD00584,C00151,2026-03-06,2026T1,Novo Investidor,CDB,Assessoria,6-24 meses,3,,151,,,,,,,,1.0,6.0,0.0,39.1,0.0,CDB
FD00585,C00409,2026-03-01,2026T1,Novo Investidor,CDB,Assessoria,2-5 anos,10,Informacoes estavam faceis de encontrar,409,,,,,,,,3.0,9.0,0.0,32.733333333333334,0.0,CDB
FD00586,C00299,2026-02-09,2026T1,Varejo,Carteira Administrada,Assessoria,2-5 anos,10,Atendimento claro e rapido,299,2.0,8.0,0.0,1.0,duvida rentabilidade,E-mail,CDB,4.0,4.0,0.25,31.225,0.0,CDB
FD00587,C00366,2026-03-01,2026T1,Alta Renda,Fundos,Central de Atendimento,5+ anos,10,Atendimento claro e rapido,366,1.0,7.0,1.0,0.0,explicacao risco,Telefone,CDB,2.0,7.0,0.0,17.65,0.0,CDB
FD00588,C00214,2026-03-06,2026T1,Private,Fundos,Internet Banking,6-24 meses,9,Informacoes estavam faceis de encontrar,214,,,,,,,,4.0,6.5,0.0,24.174999999999997,0.0,Fundos
FD00589,C00111,2026-01-18,2026T1,Alta Renda,Fundos,Internet Banking,2-5 anos,10,Assessoria ajudou na decisao,111,1.0,9.0,1.0,0.0,extrato,Chat,CDB,4.0,6.0,0.0,16.799999999999997,0.0,Fundos
FD00590,C00330,2026-02-16,2026T1,Private,Tesouro Direto,Internet Banking,0-6 meses,9,Consegui acompanhar minha carteira,330,1.0,8.0,1.0,0.0,reclamacao atendimento,Chat,Tesouro Direto,3.0,7.666666666666667,0.0,16.533333333333335,0.0,CDB
FD00591,C00351,2026-02-26,2026T1,Alta Renda,Carteira Administrada,Internet Banking,2-5 anos,10,Consegui acompanhar minha carteira,351,1.0,8.0,1.0,0.0,reclamacao atendimento,Chat,Tesouro Direto,2.0,7.5,0.0,26.6,1.0,Carteira Administrada
FD00592,C00093,2026-01-17,2026T1,Varejo,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo,93,,,,,,,,2.0,12.5,0.0,18.0,0.0,Fundos
FD00593,C00431,2026-01-06,2026T1,Private,Tesouro Direto,App,0-6 meses,7,"Experiencia ok, mas poderia ser mais simples",431,,,,,,,,2.0,3.0,0.0,13.75,0.0,Fundos
FD00594,C00527,2026-01-18,2026T1,Alta Renda,COE,App,2-5 anos,9,Consegui acompanhar minha carteira,527,2.0,9.0,1.0,1.0,duvida rentabilidade,Chat,Carteira Administrada,2.0,7.5,0.0,17.55,0.0,Tesouro Direto
FD00595,C00211,2026-02-18,2026T1,Alta Renda,CDB,App,5+ anos,9,Atendimento claro e rapido,211,1.0,9.0,0.0,1.0,duvida rentabilidade,Chat,CDB,3.0,8.333333333333334,0.0,12.5,1.0,CDB
FD00596,C00427,2026-01-16,2026T1,Alta Renda,Carteira Administrada,Internet Banking,6-24 meses,7,Demorou um pouco para encontrar informacoes,427,1.0,10.0,1.0,0.0,reclamacao atendimento,Agencia,Tesouro Direto,4.0,3.5,1.0,43.7,1.0,Tesouro Direto
FD00597,C00357,2026-01-18,2026T1,Private,Tesouro Direto,App,6-24 meses,10,Atendimento claro e rapido,357,1.0,9.0,1.0,0.0,resgate,Chat,Tesouro Direto,3.0,12.0,0.0,12.833333333333334,1.0,Tesouro Direto
FD00598,C00130,2026-02-08,2026T1,Alta Renda,Fundos,App,2-5 anos,9,Atendimento claro e rapido,130,,,,,,,,2.0,11.0,0.0,7.3999999999999995,0.0,Fundos
FD00599,C00031,2026-01-15,2026T1,Varejo,Fundos,Internet Banking,6-24 meses,9,Consegui acompanhar minha carteira,31,1.0,9.0,1.0,0.0,acesso app,Telefone,Fundos,3.0,7.0,0.0,16.866666666666667,0.0,Fundos
FD00600,C00397,2026-02-21,2026T1,Varejo,Tesouro Direto,App,2-5 anos,9,Atendimento claro e rapido,397,,,,,,,,,,,,,
FD00601,C00087,2026-03-15,2026T1,Varejo,Carteira Administrada,Assessoria,6-24 meses,7,Tive duvida sobre rentabilidade,87,2.0,8.5,0.0,0.0,acesso app,Agencia,Carteira Administrada,2.0,3.0,0.0,27.75,0.0,Carteira Administrada
FD00602,C00493,2026-01-11,2026T1,Private,Fundos,App,6-24 meses,9,Boa experiencia no aplicativo,493,1.0,9.0,0.0,0.0,duvida rentabilidade,Telefone,Tesouro Direto,3.0,6.666666666666667,0.0,17.266666666666666,0.0,CDB
FD00603,C00340,2026-03-14,2026T1,Private,Carteira Administrada,App,2-5 anos,9,Assessoria ajudou na decisao,340,,,,,,,,1.0,10.0,0.0,35.4,0.0,Carteira Administrada
FD00604,C00344,2026-01-23,2026T1,Alta Renda,Tesouro Direto,App,6-24 meses,5,,344,2.0,5.0,2.0,0.0,reclamacao atendimento,Agencia,Tesouro Direto,4.0,8.5,0.0,20.275,1.0,Fundos
FD00605,C00503,2026-02-24,2026T1,Alta Renda,Carteira Administrada,App,0-6 meses,9,Assessoria ajudou na decisao,503,2.0,9.5,2.0,0.0,extrato,Chat,CDB,3.0,6.0,0.0,14.966666666666669,0.0,Tesouro Direto
FD00606,C00484,2026-02-27,2026T1,Varejo,Fundos,Internet Banking,0-6 meses,10,Boa experiencia no aplicativo,484,2.0,9.5,1.0,1.0,reclamacao atendimento,Chat,Tesouro Direto,4.0,8.75,0.25,23.525,0.0,Tesouro Direto
FD00607,C00370,2026-03-03,2026T1,Private,Tesouro Direto,Internet Banking,2-5 anos,9,Atendimento claro e rapido,370,,,,,,,,1.0,7.0,0.0,14.5,0.0,Tesouro Direto
FD00608,C00476,2026-02-18,2026T1,Novo Investidor,Tesouro Direto,Assessoria,2-5 anos,6,Aplicativo travou durante consulta,476,,,,,,,,1.0,5.0,0.0,4.8,0.0,Tesouro Direto
FD00609,C00337,2026-02-20,2026T1,Varejo,CDB,Assessoria,6-24 meses,3,Informacoes divergentes sobre o produto,337,1.0,8.0,0.0,1.0,acesso app,E-mail,Fundos,2.0,5.5,0.5,26.049999999999997,0.0,CDB
FD00610,C00028,2026-01-27,2026T1,Alta Renda,Carteira Administrada,Assessoria,2-5 anos,10,Consegui acompanhar minha carteira,28,,,,,,,,3.0,10.0,0.0,30.733333333333334,1.0,CDB
FD00611,C00176,2026-02-24,2026T1,Private,Carteira Administrada,App,2-5 anos,7,"Atendimento resolveu, mas demorou",176,,,,,,,,,,,,,
FD00612,C00360,2026-02-07,2026T1,Varejo,Fundos,App,0-6 meses,10,Boa experiencia no aplicativo,360,1.0,10.0,1.0,0.0,acesso app,Chat,Fundos,,,,,,
FD00613,C00341,2026-02-20,2026T1,Alta Renda,CDB,Internet Banking,5+ anos,10,Atendimento claro e rapido,341,1.0,6.0,1.0,0.0,resgate,Telefone,Carteira Administrada,1.0,7.0,0.0,5.9,0.0,CDB
FD00614,C00344,2026-02-25,2026T1,Alta Renda,Carteira Administrada,App,2-5 anos,10,Informacoes estavam faceis de encontrar,344,2.0,5.0,2.0,0.0,reclamacao atendimento,Agencia,Tesouro Direto,4.0,8.5,0.0,20.275,1.0,Fundos
FD00615,C00530,2026-03-21,2026T1,Varejo,Fundos,App,5+ anos,8,Demorou um pouco para encontrar informacoes,530,1.0,9.0,1.0,0.0,acesso app,Telefone,Carteira Administrada,5.0,7.6,0.2,32.760000000000005,1.0,Carteira Administrada
FD00616,C00060,2026-02-06,2026T1,Alta Renda,CDB,Assessoria,2-5 anos,9,Assessoria ajudou na decisao,60,,,,,,,,,,,,,
FD00617,C00233,2026-03-03,2026T1,Varejo,Tesouro Direto,Assessoria,6-24 meses,8,Tive duvida sobre rentabilidade,233,,,,,,,,1.0,4.0,0.0,6.0,0.0,Tesouro Direto
FD00618,C00111,2026-01-23,2026T1,Alta Renda,Fundos,Central de Atendimento,2-5 anos,9,Assessoria ajudou na decisao,111,1.0,9.0,1.0,0.0,extrato,Chat,CDB,4.0,6.0,0.0,16.799999999999997,0.0,Fundos
FD00619,C00086,2026-01-08,2026T1,Alta Renda,Tesouro Direto,App,2-5 anos,10,Boa experiencia no aplicativo,86,1.0,9.0,1.0,0.0,explicacao risco,Telefone,CDB,4.0,7.75,0.0,16.95,1.0,CDB
FD00620,C00525,2026-01-13,2026T1,Varejo,Carteira Administrada,App,5+ anos,5,Nao ficou claro o risco do produto,525,1.0,8.0,1.0,0.0,reclamacao atendimento,Telefone,Fundos,3.0,9.333333333333334,0.0,27.53333333333333,1.0,Tesouro Direto
FD00621,C00023,2026-01-31,2026T1,Alta Renda,Tesouro Direto,App,0-6 meses,9,Atendimento claro e rapido,23,1.0,10.0,1.0,0.0,explicacao risco,E-mail,Tesouro Direto,1.0,14.0,0.0,7.2,0.0,Tesouro Direto
FD00622,C00311,2026-03-30,2026T1,Alta Renda,CDB,App,2-5 anos,10,Boa experiencia no aplicativo,311,1.0,10.0,1.0,0.0,resgate,Telefone,CDB,2.0,7.0,0.0,46.85,0.0,CDB
FD00623,C00120,2026-02-12,2026T1,Alta Renda,Tesouro Direto,Assessoria,2-5 anos,10,Informacoes estavam faceis de encontrar,120,,,,,,,,1.0,9.0,0.0,17.4,0.0,Tesouro Direto
FD00624,C00169,2026-03-30,2026T1,Private,Fundos,App,6-24 meses,10,Atendimento claro e rapido,169,,,,,,,,2.0,6.5,0.0,22.4,1.0,Fundos
FD00625,C00509,2026-02-26,2026T1,Novo Investidor,Tesouro Direto,App,0-6 meses,9,Boa experiencia no aplicativo,509,2.0,7.5,2.0,0.0,acesso app,Telefone,CDB,3.0,6.0,0.0,33.1,0.0,CDB
FD00626,C00196,2026-01-18,2026T1,Alta Renda,Fundos,App,2-5 anos,8,Tive duvida sobre rentabilidade,196,1.0,9.0,1.0,0.0,explicacao risco,E-mail,Fundos,3.0,11.0,0.0,26.8,1.0,Fundos
FD00627,C00298,2026-02-28,2026T1,Private,Fundos,App,2-5 anos,9,Boa experiencia no aplicativo,298,3.0,7.0,1.0,2.0,duvida rentabilidade,Telefone,Tesouro Direto,3.0,8.333333333333334,0.0,21.633333333333336,0.0,Tesouro Direto
FD00628,C00492,2026-03-28,2026T1,Varejo,CDB,App,2-5 anos,3,Nao entendi a cobranca,492,,,,,,,,4.0,5.75,0.5,30.075,1.0,CDB
FD00629,C00225,2026-02-12,2026T1,Private,Fundos,App,2-5 anos,10,Boa experiencia no aplicativo,225,,,,,,,,,,,,,
FD00630,C00123,2026-02-27,2026T1,Alta Renda,Carteira Administrada,Assessoria,0-6 meses,10,Informacoes estavam faceis de encontrar,123,,,,,,,,2.0,3.5,0.5,22.5,0.0,Carteira Administrada
FD00631,C00219,2026-03-09,2026T1,Varejo,Tesouro Direto,Internet Banking,5+ anos,10,Boa experiencia no aplicativo,219,2.0,9.0,2.0,0.0,resgate,Chat,Fundos,4.0,5.5,0.0,19.225,0.0,Tesouro Direto
FD00632,C00094,2026-03-17,2026T1,Varejo,CDB,Internet Banking,5+ anos,9,Atendimento claro e rapido,94,2.0,9.5,1.0,1.0,extrato,E-mail,CDB,2.0,5.0,0.0,16.9,1.0,CDB
FD00633,C00109,2026-02-23,2026T1,Private,CDB,Central de Atendimento,6-24 meses,10,Atendimento claro e rapido,109,1.0,10.0,1.0,0.0,resgate,Chat,CDB,3.0,4.0,0.0,23.566666666666666,0.0,CDB
FD00634,C00319,2026-03-03,2026T1,Private,CDB,App,6-24 meses,9,Boa experiencia no aplicativo,319,,,,,,,,1.0,9.0,0.0,8.8,0.0,CDB
FD00635,C00484,2026-01-31,2026T1,Varejo,Carteira Administrada,App,6-24 meses,9,,484,2.0,9.5,1.0,1.0,reclamacao atendimento,Chat,Tesouro Direto,4.0,8.75,0.25,23.525,0.0,Tesouro Direto
FD00636,C00010,2026-02-25,2026T1,Varejo,COE,App,0-6 meses,10,Boa experiencia no aplicativo,10,2.0,8.0,2.0,0.0,acesso app,Telefone,CDB,4.0,8.5,0.0,25.475,1.0,CDB
FD00637,C00222,2026-02-21,2026T1,Varejo,CDB,App,5+ anos,3,Nao entendi a cobranca,222,,,,,,,,2.0,7.5,0.0,31.35,0.0,CDB
FD00638,C00106,2026-03-02,2026T1,Private,CDB,App,2-5 anos,9,Assessoria ajudou na decisao,106,1.0,8.0,1.0,0.0,resgate,Chat,CDB,4.0,6.75,0.0,23.25,1.0,CDB
FD00639,C00473,2026-02-28,2026T1,Private,CDB,Assessoria,5+ anos,9,Atendimento claro e rapido,473,,,,,,,,1.0,3.0,0.0,8.5,0.0,CDB
